item_id,tags,locale,region,tier,traits,content_summary
item_b8760b7420108a8c,"Fast Food, Coffee & Tea, Food, Restaurants, Burgers",Tucson,AZ,1,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=True;WiFi=u'free';BikeParking=True,"I mean, it's 's right? So expectations aren't really that high, but every item of food we got was disappointing (even with 's-level expectations | I had to put a star just so I could tell people not to eat at this location! If you'd like horrible customer service especially from the manager Stephanie then | I went here and my burger was very old. How old you wonder? The lettuce was brown and the cheese was hard and dried out. The meat tasted bland. Maybe the salt t"
item_b876bac1221766bf,"Restaurants, Delis",Philadelphia,PA,2,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=False;BikeParking=True,"Much improved now that they renovated (it was filthy from 2005 - 2008 or so). A vast selection of beers, sodas, iced teas and other beverages. Convenient. | Cash only. And they don't list their prices. A perfect storm type combination which leads to me putting my purchases back on the shelf when I don't have enough | The sign outside advertises new management and based on the previous reviewers tale of filth I believe it, clean as a whistle on the inside now. I certainly di"
item_b8795d0aa6d2d4b5,"Nightlife, Bars, Cocktail Bars, Dive Bars, Beer Bar",Philadelphia,PA,2,BusinessAcceptsCreditCards=True;OutdoorSeating=False;BikeParking=True,Terrible take-out! Ordered TWO burgers. An HOUR later ... received ONE burger. While my partner was on the phone with the restaurant trying to figure out where | This place closed within weeks of my review!! The owner was a loser who couldn't hack it in south philly!!! Lmao thought he was a big shot but got cut down quic | Oh I guess mr. Pickle didnt like my review because he replied by calling me a pig a d telling me next time I came in he would be ready with the trash bags to as
item_b8807116f1b4d44e,"Beauty & Spas, Nail Salons",Philadelphia,PA,2,BusinessAcceptsCreditCards=True;WiFi=u'free';BikeParking=True,"This is the worst place I ever went the people were rude my nail polish chipped and didn't last but 24 hours I will never go here again | FINALLY! I don't have to go to NY for this type of service! WHEW! YAY! This place is so on point it is RIDICULOUS! The array of services offe and the attent | I have been searching high and low for a good nail salon in my area. I've literally tried mostly all of them in Roxborough, Manayunk, and Germantown but I think"
item_b883eb9be3eb672d,"Steakhouses, Comfort Food, Butcher, Bars, Specialty Food, Food, Nightlife, Whiskey Bars, Restaurants, Gastropubs",Philadelphia,PA,2,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=False;WiFi='free';BikeParking=False,"Good but not great. I got the Royale with Cheese. It was ok. If the goal was to make this an upgraded version of the Quarter Pounder with Cheese, they definitel | This is truly an A+ in every way possible: food - both the savory and the sweet; drinks - the boozy and the boozier; service, atmosphere - you name it, and this | We went there for our wedding anniversary. As the hostess was walking us to our table my pregnant wife slipped and fell on something on the floor in front of th"
item_b888b51218a68310,"Arts & Entertainment, Festivals",Tampa,FL,-1,GoodForKids=True,"I actually worked here spring of '04. You get paid shit. Even the people that travel with the get paid shit, so I don't really understand where this | The has something for everyone. A step back into time and an indulgence in fantasy. Whether you are into kings, queens, knights, | Let's play a game called ""If I had a dollar for every time I saw _____ at the , I'd have $___."" - Extra large boobies with nothi"
item_b88c57f7ad0c40ad,"Active Life, Fitness & Instruction, Gyms, Day Spas, Makeup Artists, Beauty & Spas",Philadelphia,PA,3,BusinessAcceptsCreditCards=True;GoodForKids=False,"The facial was 5 dollars cheaper than Rescue, but no, I probably won't go back again. The front desk girl was extremely nice, polite professional, but not t | A friend I decided to give a go after they ran a deal on one of those deal-of-the-day websites. We both commute to work downtown via train, so the loca | I must admit I agree with many of my fellow YELPERS regarding the receptionist. She seems to be lacking true customer service experience or just really hates he"
item_b893bb5c65769406,"Restaurants, Salad, Mediterranean",Philadelphia,PA,-1,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=True,"Wow! Amazing! I got a bowl with half brown rice and half super greens and it was amazing. I split half chicken and half falafel and was surprised that I still g | I came here for their ""Community Day,"" because I was promised a free dinner. I was not able to enter this store because there was a line of people around the b | 3.5 stars: 4 for the food, 3 for cleanliness of the store and the attitude from one of the servers Setting: Saturday night with a group of 4 total, there isn't"
item_b895fca7f7203876,"Ice Cream & Frozen Yogurt, Food, Fast Food, Restaurants",Tampa,FL,1,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=True;WiFi='no';BikeParking=True,"Great service and of course great ice cream. I asked for a blizzard that wasn't on the menu and the store had no problem making it as i requested. This by the w | This review is strictly on their customer service, or lack there of. My hubby and I went there for a quick bite just an order of chicken strips and fries. Wel | I really enjoy this spot for bizzerds. The have a wide verity of toppings. Its a good place to take the kids for a fun treat. It has indoor and outdoor seating"
item_b89fc99991e70aa1,"Plumbing, Contractors, Home Services, Heating & Air Conditioning/HVAC",Tucson,AZ,-1,BusinessAcceptsCreditCards=True,"I had / come out to fix my A/C. After a two minute inspection the tech tells me that I need a new condensor unit. He then calls his manager and | HA! All 1 star reviews, not surprised. Wasted my time. I got a coupon that offered $65 off they would only do 30 and tried to sell a annual service plan. Pass o | I had a plumber come out for a water heater inspection since it was free and I was having my A/C checked out. The technician drained the water heater and pulle"
item_b8a41248686b9022,"Restaurants, Pizza",Philadelphia,PA,1,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=True;WiFi=u'no',"I love this place! We normally order from my job and the lunch specials are affordable and quite filling. The chicken quesadillas are always fresh and delicious | Im new to the neighborhood and a neighbor gave me their menu to try it out. We ordered cheese steaks and they were pretty good. So I decided to give them anoth | Last week I ordered a medium white with all broccoli. When my husband came home with the no broccoli, I called and they were going to credit me a pi"
item_b8a84acecba33f0c,"Burgers, Restaurants",Tucson,AZ,-1,RestaurantsTakeOut=True,"Overall, a decent option at the airport. They were very unstaffed, but both workers hustled and managed the crowds like champs. I got a bacon cheeseburger and t | Absolutely the worst burger, if you can call it that, in the planet. Don't eat here! Do yourself a favor and bring a peanut butter sandwich from home. Disgustin | are delicious, by far some of the best food you can find at an airport in the United States. Staff can be overwhelmed at times with the crowds but Vanes"
item_b8a9d334158ce394,"Food, Restaurants, Breakfast & Brunch, Diners, Coffee & Tea, American (Traditional)",Tucson,AZ,2,RestaurantsTakeOut=True;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=True;WiFi=u'free';BikeParking=True,"Awesome! Great food, huge portions at decent price. One of my favorites. Been coming here for a while. Had the burgers, the salads, the ""dinners"" and a lot more | This is a truck stop dinner with a 70s feel, you seat your self, the Mexican breakfast Is all day burgers, pasta dishes, all the down to liver and onions, | This place is awesome, if your looking for huge portions! The have everything from breakfast to dinner. The only downside to this place is the decor and service"
item_b8aaa2fd729c2809,"Windows Installation, Home Services, Door Sales/Installation, Home Window Tinting, Garage Door Services",Tucson,AZ,-1,BusinessAcceptsCreditCards=True,"I feel it is my obligation to warn my fellow consumers about , the worst consumer experience of my life. Avoid this business like the plague | did a great job removing our old and installing our new ones. The work is outstanding, and the crew was very professional during the | The sales person was very rude and unprofessional. He got really offended because I told him I'll wait until they can send someone that can do the measurements"
item_b8ab3981c352af4f,"Food, Bakeries, Restaurants",Tampa,FL,2,RestaurantsTakeOut=False;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;BikeParking=True,"So I attended a birthday party recently...and the host got 2 s made here to celebrate the birthday of his wife and his friend. The s were one of the abs | I have had the pleasure of working with Chef Michael for several corporate events. His s always win awards for our industry and his professional staff and w | Chef Michael did a perfect job with our wedding . We wanted a non-traditional jungle ed wedding , and showed him an inspiration photo. He really li"
item_b8ac919bbfaf4916,"Auto Repair, Tires, Oil Change Stations, Automotive",Tampa,FL,-1,BusinessAcceptsCreditCards=True,"Some of the workers are a little gruff, but the head guy is very friendly and willing to go above and beyond. The is very fast, and if you need an a | I live close by but come here for all s and any small issues with my car like issues. I've been about 4 or 5 times over a few years and each time | Quick, friendly, affordable. Met me in the parking lot and shook my hand, very impressed with this business."
item_b8aeee4520b29d28,"Paint & Sip, Arts & Entertainment, Art Classes, Education",Tucson,AZ,-1,GoodForKids=True,"To boil this down to a point, this event is just FUN! It was during this class that I have first painted on canvas, or really had any formal instruction on pain | So much fun!!! Time away from the kids and hubby with my best friend. Our Harry Potter signs turned out great!! The instructor was so much fun and down to earth | If you are looking for an amazing paint and sip experience, start here! JJ is a vibrant, fun, and talented instructor. She offers a great variety of classes and"
item_b8afffe5de307cc1,"Auto Repair, Auto Glass Services, Automotive, Auto Customization, Body Shops",Tucson,AZ,-1,BusinessAcceptsCreditCards=True;WiFi=u'free',"I have used this company before after a and I used them again recently when my teen driver scratched the side of the car on on garage. They really to | The place is a great body shop. They are reasonably priced and they do a great job. Have worked with them before and they always make it work with insurance, wh | After we were rear-ended in our brand new Forester, Subaru of Tucson referred us to 1. They handled the insurance company, got it done ahead of schedule"
item_b8b209c574f80af0,"Cupcakes, Food, Bakeries",Philadelphia,PA,1,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;BikeParking=True,"I'm no cupcake snob - if you are a sweet little cake wrapped up in paper, I'll probably like you - but the couple cupcakes I've tried here have been awesome: sm | I visited in my never-ending quest for the Holy Grail of . Dismounting my trusty two-wheeled steed, my helmet still buckled , I entered the st | Well done !! You've cleaned out and updated your front window and it looks fantastic! Hopefully, we will get in one day and give your cupcakes a try!"
item_b8b43c611d3c5593,"Nightlife, Lounges, Bars, Cafes, Food, Coffee & Tea, Kombucha, Bakeries, Restaurants, Juice Bars & Smoothies",Tampa,FL,2,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=True;WiFi=u'free';BikeParking=True,"Just moved in on the corner of Franklin and Madison so I figured I'd patron this local spot! I've read about and it's benefits and it definitely caught my | Brand new business on the corner of Twiggs and Franklin in downtown. This was my first time ever experiencing and kratom, actually I thought this was a cof | I love coming here to work on homework or relax with some friends. The staff is SUPER friendly and welcoming. We love all the kratom and options. Definitel"
item_b8b7f9d28e60dc86,"Local Services, Beer Gardens, Parks, Active Life, Nightlife, Community Service/Non-Profit",Philadelphia,PA,-1,OutdoorSeating=True;GoodForKids=False;BikeParking=True,"Hey guys, let's transform this tiny, un-utilized space located off the beaten path in the city into a hip, urban, retreat. A place for everyone to chill and gat | It was crowded for opening night, and they were still working out the kinks behind the counter, but I really like what they've done with this formerly decrepit | When people ask what my favorite bars in Philly are, I say ups. When it comes to the Up, I find myself at a loss for explaining exactly which r"
item_b8bd57cacdd3602b,"Restaurants, Ramen, Japanese",Tucson,AZ,2,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=True;WiFi=u'free';BikeParking=True,"Good stuff here - healthy Japanese fast food style. Selective dates for serving their most popular dish (Ramen) seems silly to me and frustrating if you happen | I just moved to Tucson from California. Being half Japanese, i was looking for some comfort food. I am so lucky to find a this place. The food reminds me of hom | is a bit of a drive for me but it is very well worth it. The atmosphere is very relaxing and i love the addition of the new uniforms. Just to point out,"
item_b8c541319adbb97f,"Dentists, Endodontists, Health & Medical",Tucson,AZ,-1,BusinessAcceptsCreditCards=True,"My first time seeing Dr. and the visit was excellent. Dr. listen to my concerns, answered my questions and reassured me. I had a same day appointment | I really don't want to be here, but my tooth hurts so here I am. Update: Whee.. All done!!. I had an infected cyst on my root. So numbed I can't feel my eye b | Normally I would not be taking the time to review any practice if they met minimum standards of their work, leave it like that but there may be other folks out"
item_b8ca2756dbf81cbe,"Specialty Food, Meat Shops, Bakeries, Food, Grocery, Delis, Restaurants",Tampa,FL,-1,,"Brand new ground up store located on the site of previous Winn Dixie & SweetBay. It has good access from Gandy and Manhattan and plenty of parking. | Love the layout of this new - it's one of their new prototypes. The one are they need improvement is the deli. Every time we go in, they are out of rotis | Deli department is still a mess. They always run out of every kind of chicken, even at non peak times. Other in the area seem to never run into this issu"
item_b8d28da09403ba7a,"Tires, Wheel & Rim Repair, Automotive, Oil Change Stations, Auto Repair",Tucson,AZ,-1,BusinessAcceptsCreditCards=True;WiFi=u'free',"I want to give a great big shout out to the guys at the Tanque Verde Rd location. My car inadvertently ran over a ""bolt"" the punctured my near their locat | These guys are always helpful. The circle k store next door, took air out of my not in it. These guys dropped what they were doing and put air in my RV . | Justin at the Oracle and Grant store is awesome. Always fast and excellent service. Highly recommended!"
item_b8d3597df6b70796,"Heating & Air Conditioning/HVAC, Home Services, Professional Services, Water Heater Installation/Repair",Philadelphia,PA,-1,BusinessAcceptsCreditCards=True,"I recently hired for replacing a mini-split unit that was not working. Once Matt returned my call- I underst that they are a little busy- Matt was very | Great company very professional workers. Hired to put in an attic ductwork system, could not have been happier...job time estimate was spot on, workers were | Probably would never have found Matt if it wasn't for his great yelp reviews. I recently bought a 3 floor 200 year-old home in Society Hill that never had AC in"
item_b8d6a9bc39a4ffad,"Gyms, Interval Training Gyms, Trainers, Fitness & Instruction, Active Life",Philadelphia,PA,-1,BusinessAcceptsCreditCards=True;GoodForKids=False;BikeParking=True,"After my former gym closed, I scoured Yelp and the rest of the internet, searching for an affordable gym in the area. After reading countless reviews, I settled | I tried out gym at both of their locations. The location is a lot better with more room and easier to find. The entrance is not on Walnut street bu | I can't believe I haven't written a review for these guys until now. I have been a member of in the Curtis Center since the day it opened. The l"
item_b8d7aa388ebb6c2f,"Italian, Restaurants",Philadelphia,PA,3,RestaurantsTakeOut=True;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=False;WiFi=u'free';BikeParking=False,"""Ah, distinctly I remember it was in the bleak December..."" And then I entered this warm, cozy, storefront restaurant which quickly took my mind off of the ele | Incredible. Definitely expensive for pasta but this is a great cozy spot for special occasions. Literally everything is good. Bread is homemade and stellar. The | Went there with some friends for dinner and was kind of disappointed by the experience. The good: the interior design and atmosphere. The bad: way over priced"
item_b8d885177ee555c6,"Beauty & Spas, Eyelash Service, Shopping, Cosmetics & Beauty Supply",Philadelphia,PA,2,BusinessAcceptsCreditCards=True;BikeParking=True,"Great place to get skin care products, especially if you're looking for Korean brands. The staff was really knowledgeable, and recommended products for my speci | SO. AWESOME. First of all, I was visiting Philly and I forgot my sunscreen. If you're into the world of AB or just care about your skin, you know this is madde | Love this space for face masks and beauty ;) I come here once a month and pick up all the latest. And I think I'll try out getting my eyelash extensions here as"
item_b8da57c04f056f96,"Waffles, Restaurants, Food, Ice Cream & Frozen Yogurt",Tampa,FL,-1,RestaurantsTakeOut=True;RestaurantsDelivery=True,treats from here were very delicious. customer service is spot on! re are so many fruity and creamy flavors. Once you pick a flavor you n have | When you think popsicles you think y're for kids right? Well this place is to to prove you wrong! se gourmet popsicles are great for every age! re's so | You guys HAVE to try this place. best I have ever had and Aqua frescas were so refreshing. I got an avocado dipped in milk chocolate fruit
item_b8dac691e4026941,"Hotels, Hotels & Travel, Event Planning & Services, Bed & Breakfast",Philadelphia,PA,3,BusinessAcceptsCreditCards=True;WiFi=u'free',"A very pretty and conveniently located boutique in Philadelphia. Most of my family and my in-laws stayed here on a ""Meet the Parents"" weekend. The staff | This is, hands down, my favorite in the city. I have friends who come into the city semi-frequently, and we get a room to feel like a vacation aw | My husband surprised me with a weekend in Philly at this boutique . It was our first time there, but we absolutely loved it. The room was huge with a big b"
item_b8dad41780e6b2a6,"Eyewear & Opticians, Ophthalmologists, Health & Medical, Shopping, Doctors, Optometrists",Tampa,FL,2,RestaurantsTakeOut=False;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;BikeParking=False,"Ive heard a lot about this office since i've lived in my whole life. It was time to get an exam and I called to make an apt and to ask if my insurance | Sad to say overall awful experience. The doctor was great, and the exam it's self was great. However, the front desk and supporting staff are completely | I recently had a new patient appt scheduled with this office. My mom passed away unexpectedly in another state so I had to travel. I forgot to contact them to"
item_b8dcfe9658e2af7b,"Local Flavor, American (Traditional), Mexican, Restaurants",Tucson,AZ,2,RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=True;WiFi=u'free';BikeParking=True,Omg. I could eat these popovers daily. We tried the starter sampler and the red/green chili's along with the bean popovers and cleared the plate quickly. They w | The food here was absolutely delicious. And the staff very friendly. Probably some of the best food I've had in Tucson so far. | I had the popover combo. It was absolutely delicious! I also had a popover with honey for dessert. Everything at my table was very tasty. Friendly service. I'd
item_b8dd9c62486f7f7e,"Active Life, Yoga, Local Services, Fitness & Instruction, Community Service/Non-Profit, Kids Activities",Philadelphia,PA,-1,GoodForKids=True,"I find a great place to come unwind with some fantastic ! The classes are not expensive for drop in's, plus they have great package deals! I | This is a review for a few months ago. I had a Groupon for a month's worth of classes so I decided to check it out. While I liked the classes as I was taking th | Ahhhh-mazing. I decided to take because my flexibility has become diminished I have arthritis in my knees, hips back creating discomfort. I also su"
item_b8deb4be0112d6bc,"Caterers, Event Planning & Services, Cafes, Vegetarian, Restaurants, Sandwiches",Philadelphia,PA,-1,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=True;WiFi=u'free';BikeParking=True,"This place is awesome!! I discovered YBC on the Too Good To Go app and I'm so happy that I did! I'm not even vegan but this meal tasted so fresh and delicious! | An app called Ritual was offering a discount on local restaurants recently, and I happened to click on the menu for this place while perusing my options. Seeing | Ordered the southwest potato burrito and a Vietnamese iced coffee.... I'm in heaven right now. Healthy, filling, yummy seasoning, and it's a big burrito! Can't"
item_b8e15ff0ab10cead,"Automotive, Auto Glass Services, Auto Repair, Windshield Installation & Repair, Body Shops",Tampa,FL,-1,BusinessAcceptsCreditCards=True,"Made an appointment to have my windshield replaced on Tuesday. I took the day off from work after they said they would be here at 9 am. At 1PM I called the refe | Great service and people. Called several times throughout my car getting fixed, just to update me on the progress. Honest quote and great service. When we pick | Unfortunately, I have had to visit Collison twice this year for minor repairs. Both of my experiences at have been good ones. The staff are very"
item_b8e6a2387e7f7f81,"Active Life, Fitness & Instruction, Yoga",Philadelphia,PA,-1,BusinessAcceptsCreditCards=True;GoodForKids=False;BikeParking=True,"As a runner, I am always looking for a quality stretch and recovery in between runs. Hot vinyasa has always been my go-to for both the workout and mental b | Let me start by saying I am not a yogi, I'm just a dude who showed up after a sports injury and wanted to try something else instead of injections in my back. | Really love this place! The closest hot studio to my house. They have so many class times, you'll be sure to find a time that's convenient for you. On Frid"
item_b8e9ee7acfc00fc2,"Restaurants, Italian, Beer, Wine & Spirits, Food",Tampa,FL,2,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=False;WiFi=u'no',"Amazing find on Yelp....my business partner and I were in Tampa for a business meeting and decided to get some Italian Food....found and were g | This is by far my favorite restaurant in Tampa. It has been a favorite for over 6 years and has never been anything o r than amazing! special of Tortellin | awesome, laid back atmosphere. great food and service!"
item_b8eb45ed5916d40c,"Mexican, Korean, Street Vendors, Food, Food Trucks, Restaurants",Philadelphia,PA,1,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=True;WiFi=u'no';BikeParking=True,Bangin Korean burritos! The staff and owner are really friendly too. Worth a try at least once if you're on campus. Not very hard to find either. The has | I came here again and I'm raising my rating one star! This is because I had a taste of their korean wings - spicy.The chicken is crispy crunchy on the outside w | Kimchi Fried Rice! Forget Chipotle! Here is a quick tasty lunch for under $7!
item_b8ec74782e058263,"Building Supplies, Nurseries & Gardening, Appliances, Hardware Stores, Home & Garden, Shopping, Home Services",Tampa,FL,2,BusinessAcceptsCreditCards=True;BikeParking=True,"This 's is slightly better than the others on Tampa, but they still have problems. They frequently call me regarding an order I have been trying to pick up, | Went at about 8 am on a Sunday morning looking to get some paint and there was no one at the paint counter. I wondered the store looking for someone but the pla | So, I thought it would save time to order online, pay online, and run in quickly to pickup. No searching through store and waiting in checkout line. After all,"
item_b8ee525feef6b0fa,"Fast Food, Spanish, Latin American, Sandwiches, Restaurants, Steakhouses, Seafood",Tampa,FL,1,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=True;WiFi='no';BikeParking=True,"I went here for lunch yesterday, I went back today!...what does that tell ya. This food is good, I mean damn good. The best thing I can say about this place is | DELICIOUS!!!! Simple with subtle seasonings that make you dream about eating it all over again. The grilled chicken sandwich with extra onions with the garlic | Decided to stop by after passing by many times and the thumbs up from a co-worker.The food was good.I ordered the chicken with black beans & yellow rice, howeve"
item_b8f0624c7a3f6879,"Eatertainment, Arts & Entertainment, Brewpubs, American (Traditional), Bakeries, Breweries, Food, Restaurants",Philadelphia,PA,2,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=True,"Honestly, I can't think of a better idea for parents with young children than a playground with beer. Kids are occupied, you're relaxed, and when it comes time | So this is going to be one of those places that polarizes people. Especially in this part of town. Some people have to understand what it is is tryin | This may be my new favorite place in the world!! I got invited to the Christmas tree lighting event last night. My biggest concern for was that it"
item_b8f3863d0d4e9cae,"Tires, Auto Parts & Supplies, Auto Repair, Automotive",Philadelphia,PA,-1,BusinessAcceptsCreditCards=True,"Stu & Wendy run their business with upmost integrity. They do good work at a great price, but more than that, they make sure the customer understands and is co | These guys are the epitome of AWESOME!!! Never over-charged, all work done as it was supposed to be...OR BETTER. Under promise and over, over deliver! Stu an | These guys are off the hook awesome. There are so many mechanics that play that stupid game of fixing one thing and setting something else to fail in about 2 w"
item_b8f521fba268f58d,"Beauty & Spas, Skin Care, Cosmetics & Beauty Supply, Day Spas, Gift Shops, Flowers & Gifts, Perfume, Home & Garden, Candle Stores, Shopping",Tampa,FL,-1,,"Incredible customer service!!! Every time I have gone to this location at International Mall, I am taken care of by the staff that work there. I left feeling li | & in the International Plaza shopping center has the excellent organized display that I've seen in other B&BW's along with the same spectrum of | The store is well organized and has ample fragrances to pick from with a great variety of home, beauty, and more. I love the aromatherapy lines the most! If I h"
item_b8f9bcd65c73bac2,"Italian, Restaurants",Tucson,AZ,2,RestaurantsTakeOut=True;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=True;WiFi='free';BikeParking=False,"My son and I enjoyed the Chicken Scallopini and Pepperoni Pizza. The sauce, chicken and vegetables were well flavored and cooked and my mom tried leftovers and | It has been a long time since I last ate at and after this visit, my memory was refreshed. We came here for lunch during the week arriving abo | I have been in the back of many restaurants and sadly a lot of Tucsons kitchens are just gross. This s has a beautiful, clean kitchen. I wa"
item_b8f9ec31df62a774,"Bars, Food, Pubs, Nightlife, Beer Bar, Breweries",Tucson,AZ,1,RestaurantsTakeOut=False;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;GoodForKids=True;BikeParking=True,"I wish I could give this a 4.5... I'm so torn! is absolutely wonderful, but they do have some room for improvement. That said, they are just st | Very discreet location but don't let that fool you. Off the beaten path with a very chill vibe. Just come to relax. Will definitely come back. | I had a 5 taste flight and really liked the craft brews, thus the 5 stars. There were 10 on tap and the ones we tried were all unique and complex. It's off In"
item_b8fadce37ab9fff8,"Restaurants, French",Philadelphia,PA,3,RestaurantsTakeOut=False;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=False,"I've been here for a Happy Hour here & there, and it is a nice place to be. Well swanky like. Expensive cocktails and wine but free appetizers are being walke | It is almost impossible to avoid making a comparison when mentioning Le Bec-Fin and in the same breath. Georges 's Le Bec-Fin was a sur | Its not cheap, lets just get that out of the way, but man is it good. Absolutely love the lounge. Its comfy and nicely lit and I love the open feel to it. Wait"
item_b8ff8fd5dc1421f9,"Cafes, Restaurants, Food, Coffee & Tea",Philadelphia,PA,2,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=True;WiFi=u'free';BikeParking=True,"So happy I discovered this place on the hill! It's a little hard to find if you're not familiar with the area...it's behind the hotel INSIDE the market building | It is a nice little brick and mortar coffee shop in chestnut hill. The owners are very friendly and pleasant. Nothing stands out about the shop itself, but they | Banana gorilla is a must try relaxing atmosphere and great customer service but the pastries are just as divine"
item_b9007239dea2b3a6,"Restaurants, American (New), Cafes",Philadelphia,PA,1,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=True;WiFi=u'no';BikeParking=True,"Ordered a breakfast sandwich. The egg was good, the bacon was okay and the sausage is patties not links. If you like patties I think you would like it. I don' | Unfortunately, this restaurant gets no stars from me as the most essential issue here is food cleanliness and cleanliness habits of its workers. I ordered a bre | Came in for a quick breakfast sandwich, they have a $5 card minimum but let me slide with a $3 tab, always appreciate that. The service was kind of slow, and n"
item_b9083c09f11eb7b5,"Contractors, Damage Restoration, Home Services",Tampa,FL,-1,BusinessAcceptsCreditCards=True,"I can't imagine going through a of a residence without a partner like . From first to last, our expectations were consistently exceeded. M | Had water pipe damage which caused major damage to kitchen and bathrooms. came in and took care of everything in a very professional manner. Our Pr | Not a fan in the least. Had a water issue with my bathroom and my insurance agent had sent another company out there to take a look. I filed a claim and the"
item_b9101e82b08599c8,"Tex-Mex, Nightlife, Lounges, Vegan, Bars, Dive Bars, Tacos, Music Venues, Mexican, Arts & Entertainment, Restaurants",Philadelphia,PA,1,RestaurantsTakeOut=False;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=False;WiFi=u'no';BikeParking=True,"Cute dive bar with a solid vegan menu. Most vegan options are tofu-derived but that's no problem because their buffalo sauce was amazing. Got the buffalo tacos | The food is still good and cheap but on a recent visit, we sat down for 15 minutes and no one came to our table. The bar was a little busy but the bartenders de | Horrible. Stay away. Food mediocre. Music Not as advertised. There are so many better places in Philadelphia to go to. Do yourself a favor and never go there."
item_b91142226ee5fd81,"Hair Removal, Beauty & Spas, Laser Hair Removal, Doctors, Health & Medical, Cosmetic Surgeons, Plastic Surgeons, Medical Spas",Tampa,FL,2,BusinessAcceptsCreditCards=True;WiFi=u'free';BikeParking=True,"I came here for some injectables. I wouldn't suggest this place for someone who is someone is a little apprehensive doing this procedure. I girl I had was nice | I have gone to surgeons near & far and take it from someone very picky, this is the best place. The office is so clean and the whole staff is beyond fri | Not to get too personal.... but I want to recognize MPS as the practice to visit if you are considering any type of or non surgical procedures. I start"
item_b915d85c2f02b552,"Barbeque, Restaurants",Philadelphia,PA,-1,RestaurantsTakeOut=True;RestaurantsDelivery=True,"6/5 stars! I went strictly for the vegan . It was amazing. We got the sampler. Everything was delicious and flavorful and some unique! I loved the jackfrui | This is a great place for those families who feature both hardcore carnivores and hardcore vegetarians/vegans. The half-rack of St. Louis ribs was excellent wit | We got delivery from and , and tried the ing Pit Flight for 2 which included 1/2 lb brisket, 1/2 lb pulled pork. 1/2 rack of ribs, smoked watermelo"
item_b919673cc030f093,"Restaurants, Caribbean, Asian Fusion, Fast Food, Chinese",Tucson,AZ,2,BusinessAcceptsCreditCards=True;GoodForKids=True;WiFi=u'free',"This was a recommendation from a friend, /Puerto Rican infusion. Sounds weird but worth a try. I have only been to Puerto Rico twice and there are not a lo | The food was wonderful and flavorful. A genuine attempt to be true to the ingredients and cuisine from which their menu items are derived from. A welcome and un | gotdamn gotdamn. Let me just say, I am Puerto Rican and wanted some tostones like the way my family used to make it and they did that. It was so good. It combin"
