task_id,passage,difficulty,slate,chosen_item_id
task_tr004872,I love cut and color highlights that Melony has developed for me. I no longer have bad hair days.,t2,item_74b8811f204f0852;item_72f0ba7d23f90253;item_ae04eefe81189a16;item_6e5f482c5941cdaf;item_b251abd78035ce42;item_1b332430a695d4e4;item_2f9a84fef26bd8f1;item_2ddbed707aca6fad;item_05b9fca53ed9bec4;item_fb9b4eb96f7ceb73;item_f6db505f306b73f1;item_468540cdec7f89f4;item_3dadfae7fa98e17e;item_5942abbe5b3ef9c6;item_00dfd597e7ab07a7;item_4f893e13c78fc567;item_18e6556030b825a9;item_203bddea4363f84f;item_23b3dcb32aabbc2a;item_e09fd2c21272082b,item_72f0ba7d23f90253
task_tr004873,"Sadly, is closing! They are moving to the west coast, and who can blame them? However, there is one perk~~closing SALE!! All of their merchandise is 20-70% off.....y",t1,item_6eb16b4130e18ddf;item_826ccf2047ab0d3f;item_0df13b64d2597e6c;item_a432ecc58ceff615;item_7c1c11202bd89fb7;item_b3d05890bd2f2a5c;item_06c055fdb64f0417;item_10a6b42798bd59cd;item_cc49948f8ab72584;item_b8d885177ee555c6;item_e13449b75732dc69;item_f19d7e5392b807ae;item_53de7aa4db97bbeb;item_cadd761d2663342e;item_87f9df99bbd64900;item_7c969f88d7a20084;item_7811512745f4c4fb;item_227a8834b584a68c;item_27b23143f686435b;item_3dc599ab3fa54e49,item_6eb16b4130e18ddf
task_tr004874,I had an amazing experience with SaBonne (the owner). She arrived at my house early and not only provided wonderful service but was a joy to speak with as well. I know she does a l,t1,item_739da61ed4731b51;item_406e4c58f103e490;item_832bc3c9278920fe;item_c29e1c34952d4f00;item_a52ae936601b905a;item_60e911e87fc603ca;item_5dd1fcff47cf8fad;item_a0e09bd8f630f4af;item_ca6649f0f0cee6f4;item_b237a0a267affb1a;item_6d3136dadb842e12;item_9c0ce4e39624f53d;item_8135e09bcd990d51;item_c9c22c09909c03b4;item_76d78c2a01a469b6;item_3fc3154ac977b646;item_f60070fff9395149;item_c35b110f6d532d60;item_99ca3577f89a4937;item_0ad05211845e7f4f,item_b237a0a267affb1a
task_tr004875,"OK. really hasn't impresses me. However, Tye has really gone out of her way since I posted my review on yelp! to understand why I didn't want to continue forward with u",t2,item_e985650acf2a4a70;item_d10a6a86184c9902;item_bdad93807177d5aa;item_a3012db0caf78f29;item_b6720b9635d65e19;item_cbaf40e693da4af3;item_72fb25a02e224f3d;item_7e46ea7e2a7a44e4;item_0950de4ab0b4eab9;item_f6cfe16cb242aa68;item_d1d37e0a22cc9cb7;item_089483da20f71920;item_f2e2c0fe1e5927a2;item_64c06a67cc342281;item_07d47b768a4cd28d;item_f37e868ef3c84acd;item_9d52eec0ff085ca4;item_b223636b1f1076fa;item_447c7571ac49b2e0;item_219a27736cadd0e0,item_f6cfe16cb242aa68
task_tr004876,"Their house made corn tortillas, fresh out of the oven , are fantastic! Best corn tortillas ever.",t2,item_8c5f112583e608d5;item_a701e5493cbe8fb5;item_3f5e5e830140707a;item_22d337c905acff53;item_7bbac853030fc639;item_79a066b2fe93bf7d;item_9118868cdb39947c;item_1cadc9b1e024fb50;item_d09497edd0183aa8;item_72d0ea4fb053b565;item_007dda747c1deb27;item_ede8831a1e9db8e9;item_376b2c5008c407a2;item_9263caf0f8a096bc;item_4c3a6f6c05446e2e;item_84f0b1789386838b;item_b72d35f30a9ecee6;item_1e1cc3d047b9e998;item_6a1b2ffae85db40c;item_700742d7f9ccd977,item_9118868cdb39947c
task_tr004877,Called on a whim as suggested by the shelter where I adopted my dog a few months prior and was able to get a same-day (Sunday!!) appointment. We saw Dr. Lockhart; she and her staff,t1,item_745ae1747693bc0b;item_54cc3013437adaa7;item_3645d6eb07344010;item_d202dc5fe184625b;item_f5c017ad2db3e4e8;item_7c5efc18953f76ab;item_1e3a63060cdb9d8a;item_1c3bfdb31db6698e;item_f53e6def872a5f5a;item_05efc00a527d1b19;item_e64d1d1903cb975b;item_bf9c161ca450f8a1;item_dbeaf0e480782548;item_27fa7bd3406a997f;item_a80f9600dad4a2f9;item_7c5a009eb76ddee5;item_cfdd1dbc8213d63c;item_a6a78d47611ae645;item_c5ffe0c1f110f613;item_6349f47a044d5ff2,item_54cc3013437adaa7
task_tr004878,"Great prices, large selection of clothes for adults. Staff is very friendly. Definitely will be going back here again.",t5,item_9ed5e92b6a26b62a;item_f19ef035ad831e38;item_6d994f692866cc3f;item_286d694a62ecb28e;item_bfbad53478dc1268;item_faa1fbc85ede7c13;item_bbdc01b9e2cf374b;item_b741a4e847b3719e;item_745e3d3e2900af61;item_5fdf28219f6b5493;item_d0d1e280bb604b3a;item_4f26005f3085d198;item_4f4d2729f0895ee1;item_643cd5c437961dc7;item_6b94fccd81ae924e;item_cc2b158310fff285;item_a7b4259bfe11c4ed;item_122ccb122680f10e;item_c2945427c9912075;item_4bcf295fb622ed09,item_6d994f692866cc3f
task_tr004879,This place is located at West Shore Plaza. The service and food was excellent. I came here on a Saturday and was immediately acknowledged and seated. The atmosphere was nice. It's,t4,item_380be709ad486330;item_41c075078255bb2b;item_d3e7a4790b063120;item_9ab1bfcc839e2fd3;item_1b511263f8a7930a;item_6b40e144e10a821d;item_c5e8a6a1ba37f2e4;item_2f869be19d955fb9;item_fcd9fea38ad98f69;item_b26dd5b6bd0c8aea;item_52d453301aa06866;item_8c366ad05c01627a;item_80d6af2b41dc9e3f;item_bbe9919c9eb4672c;item_634b65d5cae6777e;item_0a37193a87b13340;item_e66798f70fcc9ef9;item_f1359dc1b0aa62c6;item_25f376792e32dd1a;item_17a59c7abb2f6462,item_d3e7a4790b063120
task_tr004880,"I had my wedding here last Valentine's day in 2009. It was truly amazing. My wedding was second time i was at this place, first being my senior prom in high school. B",t4,item_7726bd208643a46e;item_bce17bebd104d064;item_1245f732f1d6ef12;item_e95ac56eefeec43c;item_2fe029be83c63df8;item_07e9de61217863ac;item_a577e48cf87903e6;item_7a6204b8f93066db;item_11636fed793185b5;item_81286477de54a83a;item_5d9093e9669527f3;item_074a7d9be05ac3a0;item_2a94597204a2c860;item_7f19e80e36c3180d;item_5ee3cf08f9159514;item_628bcf3410c35a78;item_931f0ebadbb979cf;item_b30035b315508d84;item_f2a8c6603145e77a;item_4c54d77f19b2b8d1,item_bce17bebd104d064
task_tr004881,J.K. is an amazing colorist who is detail-oriented and conscious of time. She listens and offers advice tempered with deep professional knowledge - all the while not ridiculing me,t2,item_62a808e710d43940;item_69a154858b4fc7e2;item_88ecd954b80bd0c9;item_6bf2be30d4386646;item_d3749fa5be4acdcb;item_4aa67407d1923d5e;item_9cb36f92852fa93c;item_1fa1cb4da720b562;item_cc661fcb807d9fe9;item_b8d885177ee555c6;item_cc849e209360200a;item_a15ed3ebab436a68;item_61717e5e2da305af;item_0e3f44ce95f04b6a;item_edb5e9268dfc5cc0;item_74b84bf165634c23;item_60d5d6878ce119b8;item_6fbabd393a37ad43;item_ece933a192c7a558;item_6b96bcd47a074208,item_6b96bcd47a074208
task_tr004882,"Visited 's twice in the last few weeks. Once for a wedding rehearsal dinner, and the other for a funeral luncheon. The food from the rehearsal dinner was better than the food",t3,item_74d23867814194b2;item_ddc9640b619d9c14;item_e95ac56eefeec43c;item_bd6a9c121f5b4bd0;item_1776fed6c43b4eeb;item_5ee3cf08f9159514;item_fdcbac58032f1d3f;item_315ec611b76f4dab;item_ded264fab93fa458;item_7afb67a604482313;item_4ba4b699ba10113c;item_f2e1d10194518613;item_5834eadde665ec5f;item_1245f732f1d6ef12;item_d2e84e3d98a1ebd6;item_64e7610e80476e7c;item_5975b83b09bd8434;item_c82dbdf50e76fc97;item_9d4a2993cc033042;item_6c07737940b23040,item_74d23867814194b2
task_tr004883,So I asked them a question within the last hour through the website. Already got my questions answered efficiently and quickly! I even got an appointment. Can't wait to see what it,t1,item_e0797c35861dc85c;item_5c1a720837b42d87;item_edb5e9268dfc5cc0;item_6bf2be30d4386646;item_fd501a1a36981def;item_8a6013abd69fec59;item_2cf072b219cefbf4;item_b8d885177ee555c6;item_0a66b4450185a8a7;item_9c9363c624758d64;item_88ecd954b80bd0c9;item_1fa1cb4da720b562;item_739da61ed4731b51;item_9cb36f92852fa93c;item_73e29649df6365c2;item_22b463680930ef8d;item_2ec42a0e9adb7844;item_8b85f8b3bcdf8c8a;item_a117199d5e3d5b36;item_9d5660e38099652a,item_2ec42a0e9adb7844
task_tr004884,I absolutely love the flavors I've tried so far from . The owner is always exceptionally sweet and willing to answer any questions I have about the ingredients. My niece was,t4,item_ee9c9e8955714d67;item_5b2b4e456db11ccc;item_676d0f19ce42ce02;item_40bd04a7f5a2b962;item_bed2b087840a4de5;item_19dd7a39ba23017c;item_3e99beffbe4a90f4;item_b0a66c4f781ce485;item_f8fb336bd4801b84;item_fb2ca2d87baf2f00;item_47a8c6a3e18b4a68;item_9b9130a014b6cd21;item_d6bbb187f426db45;item_90a940d2aed881d3;item_ca9f99a24407f6fb;item_ddc9640b619d9c14;item_34e008eafab9d6a1;item_04894f4f4a1b21c4;item_7294779df3eca53f;item_a4ed8557b1ff7fe0,item_676d0f19ce42ce02
task_tr004885,is amazing. Not your typical steam and cream facial. Check her out if you are looking for a true cleansing experience.,t3,item_5d2e53428f1bdbc3;item_33c2982d84e2999d;item_4f4db434652984f8;item_fca7431466e32a1c;item_2cd4174e1821f1ad;item_e8f554ded889ba70;item_56895540806bc8dd;item_98d88fb90b6df5e4;item_614223e3c861d39f;item_318cd261709d246f;item_d6fcb86d8012abd2;item_f46c785bdb2ca8b0;item_ca53f7cafb7ecd78;item_ca9d403c3eec1489;item_e782c7e88ef2d417;item_a5d54e84214e20ae;item_b30ed46c6e28f253;item_4a50295684a0dc00;item_0c4748d01a5f5f58;item_382ef3c77d1db108,item_ca9d403c3eec1489
task_tr004886,I am very pleased with the service I received. Saul is an awesome service advisor. He spent time with me on the phone discussing a retrofit for my XREAS shocks on my 2003 4Runner L,t3,item_b735f969ac01b123;item_08bd621384248505;item_90add1a432116e00;item_5314019a695f5b9c;item_4e7bcbfbe955be20;item_941513e44941d9d0;item_4409fa16d4bac35b;item_3a2c4fc43f18ba3d;item_901fe82781a77a2c;item_a6af456a31dc8867;item_53c07a7d5d1cb5e8;item_229b9310eedb4187;item_434dd583d5a2dc1e;item_f03df5d82245d999;item_15cbed1fa477752b;item_17cdbf1887a862e8;item_275bac8bc07638b9;item_105063c063bbd531;item_1aa2eabdad542606;item_fc366eef585e31bf,item_08bd621384248505
task_tr004887,"This is not my normal , I usually go to one on Bayshore! But occasionally I will go here if I'm in the area for work. This truly did an amazing job on the whole beef",t5,item_ac6e5bf04649ca22;item_8327af81bd637754;item_f5147f187a381e83;item_1cfccf8b322fb6f8;item_4eb64292d5cf21a5;item_5f59f3811e13f49a;item_ca3a18b6df0f4ff3;item_d615824d50b71900;item_b6025f815aee77d7;item_367e39b6b665cf7b;item_2d1572258273dbe2;item_f6cdcc81389a6b4a;item_d734a2cec7942c97;item_8819a6176321482a;item_2443a777ee94856d;item_c23e13eb670e333f;item_157402739cb51ad6;item_0b922b45c4cf4ab0;item_05199dff30ef137b;item_e30bacee47a88563,item_8327af81bd637754
task_tr004888,One of my very places in Philly. BYOB and you have to try the mango chicken. AMAZING gem in Philly.,t5,item_2575a68629226e93;item_6d5ef61723993ceb;item_430665331b07513c;item_9db19e630abf7688;item_be5b2081333a3766;item_eeca674c7f7607de;item_3c282d142e0f1123;item_496855971f2d54bb;item_8229f2b7c4ab94d3;item_f170e01222cf52e9;item_bf87bc3a3da82360;item_c8195bd96ff13064;item_d9a3ab644a4277ef;item_ddc9640b619d9c14;item_d386e2b073708352;item_b71b3ae7a24c4f99;item_3cfcd4a9374d98f7;item_bdda59e2c04cf3a9;item_4a156d5895547fe6;item_5a1a5f13f30b7e8c,item_be5b2081333a3766
task_tr004889,Ordered online for curbside pickup. Arrived a few minutes early and checked in online. After waiting 10 minutes past my order pick up time I called the store which they immediatel,t3,item_bbcd79add750a789;item_cb7ef0c629474ffc;item_8512eb9a03e33fd5;item_1020a167d8eabb6b;item_a7650a74eafa06d9;item_95f4f50d2b7a0c60;item_89e458b03f2202cb;item_22e1354b7fc67df8;item_e3f860ef8d3f8520;item_804339371bed1934;item_15b86dd1561b9090;item_a145c2d1f6a41e7d;item_577f7d7f05405d3f;item_fd9346b156a00d74;item_3993e388a7f8ef0e;item_79456c7f1d00c7f3;item_383938bb36768f29;item_748287933510b8e7;item_f1f5d4c29995477d;item_4f6ca8f65e9b1ebc,item_a145c2d1f6a41e7d
task_tr004890,Mac was very pleasant and did a great job ing my cracked screen. I was also very pleased that they were open on Sunday. It was super fast and easy and only took about 15 minu,t2,item_7bbf1578bf8007c6;item_ca11c9722789999f;item_92ab2dadf59c9c15;item_c9ae98236dd6a465;item_64bf91cb056dabbf;item_d21bf199fe137346;item_dabd75e26518085f;item_55217f3d9be555de;item_cd5e4c42f31614cf;item_2d757000976caead;item_1041f50e413c0f17;item_3f39263328d91919;item_46a6d2281eddbe15;item_2d13653cd3c61221;item_be285e1ecf40b0e6;item_ab19708016fb18cb;item_fe5c18d119c0dea0;item_f063fbfbf4d2fec3;item_07d47b768a4cd28d;item_793816d2ac6fbadd,item_64bf91cb056dabbf
task_tr004891,"Brought my mom here for a drag queen brunch 5 years ago and we all loved it. food and drinks were delicious and atmosphere was so fun. mic was at least 6'2"" and she san",t2,item_a47fed96b56284d8;item_096f5ed9caf9ff63;item_3980f9116ee06ea2;item_a2eaeb5ce47b3c7a;item_629f668f81960706;item_5d7e8bdffcee71be;item_bfacb0223a802ad4;item_aeade80385453316;item_3246f66af72547b9;item_327e18ffc247975b;item_6abd0ddc18039fbf;item_fc4fa2d85a500b7c;item_8e3c4a6d8a659231;item_461489c69181e33b;item_02a86c65b08a1e74;item_728c5dca675b98a4;item_24e0db52398aa209;item_18182341a12f5f03;item_b5bf45e8db8a7514;item_c32dccf68b619bbc,item_bfacb0223a802ad4
task_tr004892,"Missing ? Want a sandwich that will feed you for the entire day? Or maybe you just have a craving for a pickle on a hot dog! Look no longer folks, s on Speedway is the p",t1,item_ea60bf459a1cef3d;item_fc122cb8a8f173f9;item_4a5ae414cf8c1660;item_aff015b464193c40;item_69f56ca15a3718c6;item_cb6337eb3f0ed954;item_ca0b8036ece5a74b;item_b3220941fa7639b6;item_9f789737025d89d8;item_c7e363a9b7099945;item_346523dd652f1e2c;item_dc36d0204994c88b;item_cc1512958fb7ffbc;item_4799d5b71b574b79;item_45b16d226eba86f1;item_4d6088726c778a40;item_86c4327bc2cfc273;item_785815de46f6558d;item_eb85d1a7ae76f6ae;item_3df0db9d42e7a75f,item_45b16d226eba86f1
task_tr004893,"Really Intimate place to see a show. You are right there with the actors. The only problem is the seats are tight and very uncomfortable. Still a good place to catch a show, but ge",t5,item_44cf31e1f3a415c3;item_8ab79ca99c2d0f29;item_5b1d1d74e0cd149a;item_49408d3728738f51;item_972c6450c6905b1a;item_0a70ff2404a95d68;item_67097ee08c5b227f;item_80fbacdc9a6b351f;item_6f4bd61860bdf6dc;item_380be709ad486330;item_0101210c85a21517;item_d5dc065d64031a92;item_9ae30a2623458268;item_4685db46ee56b6f0;item_d019ee48b69d79a2;item_83eb838ea5784e65;item_77ffefa5ba58190d;item_06b8c38f38e9afa6;item_4b0d6914a811d5ba;item_67be3e12e23c7774,item_0101210c85a21517
task_tr004894,We Ate here the other day. I had pizza from upper crust. It wasn't very good. They don't have enough business so the pizza isn't close to fresh. The main Restaurant on grant and Ca,t4,item_2b5f176d2e27b49c;item_45aca880abc06195;item_35ebd1337f85e265;item_41d6039201191cff;item_5637a0a549d28210;item_2f7a3c58fce369a0;item_d543c76701c1e50a;item_965916f450d24eb7;item_5905827a554ee298;item_53de7aa4db97bbeb;item_164f71a355a110d1;item_23931f81b9dbec44;item_6337b3c756fb61f5;item_fcc531b5702d1c27;item_6886a0cfa40facb6;item_a2186190112119c2;item_bf78c0b6a0b979f1;item_39f53bc1a7a8d386;item_332056e37545a437;item_c30996cde2198c94,item_6337b3c756fb61f5
task_tr004895,A pretty good Chicken Breast Sandwich! I got it spicy and it was pretty fresh and delicious. I also got the sweet potato fries and chipotle ketchup - a great combo! I think that th,t4,item_51e35c374d6a283d;item_b45eee60d9df7ec7;item_78b89320de0eed13;item_d2dbba64111717af;item_17f8d8536784c16a;item_dc82251d090ff397;item_15d9286b46cb528b;item_712402dcab797a7a;item_66b57593c791a48e;item_df57a7360c719ef7;item_6c95a6e2699db05b;item_2e1d2c5b3a52f87e;item_27d8128c342ca517;item_9ea54ac8723ec6c0;item_996bb4bc2ec13cc2;item_65995183b134356e;item_781857472a791332;item_002e1bea60dcec6a;item_6d031b16c694475e;item_8f77a8eba8513b83,item_9ea54ac8723ec6c0
task_tr004896,"My first visit to this was fantastic! Upon arriving, I was given a tour of the , offered something to drink, and was introduced to the Aveda product line. My stylist, N",t1,item_0a005bf248b73e91;item_a117199d5e3d5b36;item_edb5e9268dfc5cc0;item_f0ffeb393826ffe8;item_2cf072b219cefbf4;item_6fbabd393a37ad43;item_fd501a1a36981def;item_8a6013abd69fec59;item_62a808e710d43940;item_4aa67407d1923d5e;item_69a154858b4fc7e2;item_9cb36f92852fa93c;item_3e12de2ed113eb2a;item_5542bf02e1506d0d;item_d3749fa5be4acdcb;item_a9ff5f7b154b9fa1;item_dabeb5033d98216b;item_6bf2be30d4386646;item_74b84bf165634c23;item_b8d885177ee555c6,item_dabeb5033d98216b
task_tr004897,"You can't go wrong with French toast! I got the combo with eggs and sausage, loved every bite of it. I really have to take the time to point out how delicious the fruit bowl was. U",t4,item_011d03e58862e65d;item_6af5777669841285;item_7fcc938a7edbb249;item_d5868c59a0850ce2;item_ac56684469d73655;item_c52f43a767f2a810;item_d7a39ef17ef30a97;item_362518d557b4b74a;item_3a98654e4c671c9e;item_aef85c92a8ee5caa;item_bc1557a0ce008879;item_d1e10edb77d77ca2;item_516bc841bbfac3c8;item_dc166ffea3d88241;item_6db013b0630dbdfb;item_6c30394e3d147253;item_3e1d4fb4d43b0ecd;item_448b14f032d5a407;item_8022162e7cb9d5e9;item_c9ac4ad5c5ac325e,item_c9ac4ad5c5ac325e
task_tr004898,"Candidly, the appetizers and were tasty but could of used a little more seasoning - I got the veggie with veggie broth. Meh it was mainly salted water with all the fixi",t4,item_9a78a92f026baa6f;item_bd182ab538a999b0;item_e1e82373e839f10e;item_fba29e458c3470a9;item_1a4abef0f01dbec8;item_cc96d5a6171c9007;item_6df241a5374919b9;item_1d4ac61bb15f2da5;item_60c9ca4a56987ebf;item_7dcd90170e598491;item_65410f14f14dbd9d;item_2e7ab8d459d0d6cc;item_024735f03b122ea3;item_cb343837db7e0d0a;item_0ba70ba099e791d1;item_6d059462f9e0507e;item_76612de74d61191e;item_46ba4715ae87d07e;item_4bac29003dc060aa;item_562abf14dabf45cf,item_60c9ca4a56987ebf
task_tr004899,"did a great job replacing our roof. We had multiple leaks and Frank came out quickly, provided an estimate and managed the entire process. The crew was extremely e",t1,item_7d970979337cd3bd;item_9272361254c00a3d;item_b1fbbf7633d793d6;item_7079552e258ecc4c;item_b33075421e5780d0;item_81aaaa15829b5d61;item_6a8f1932d181b7e0;item_72ca136f515f1a27;item_c3679db65e93a35e;item_9098baa8bd8021aa;item_81ab5df9555fb49d;item_a69f2af8e8e0feb0;item_d9961c579e7feb55;item_f84e2c4a96a2a890;item_85d5f5823f416509;item_f59cd4b5ea10dbf5;item_2eb9fac680f579f3;item_4f4d6344d92d9581;item_72d7a6542a6537c4;item_e8c5fc7de6b87746,item_f84e2c4a96a2a890
task_tr004900,"Finally!!!! A good Chinese restaurant in Brandon, THAT DELIVERS!! So many other fast food Chinese spots have fried rice that is more like Mexican yellow rice and I hate that. This",t3,item_d17ad6eb07f5b847;item_3d413a8009e13e55;item_914556bacc3a0ecc;item_c652304a6bbf0057;item_3ac21f6873cbc53d;item_13f2665e11f40b5f;item_bc46ec7d094b171d;item_def5040420ce451e;item_714814f3e226819c;item_3f44d6ea919fdab4;item_0a555b9df2cc6eda;item_8df552f77b567fd8;item_2b94f8e3a7191b5f;item_0d466141da5cfec9;item_86583e4f96770a8f;item_8264d50c00bbba94;item_1e112806693c042f;item_d5549d5cc99ea3d3;item_6d298122325f5c1c;item_13bc458660191535,item_13f2665e11f40b5f
task_tr004901,Always understaffed. I waited 17 min for a breakfast sandwich today. One person serving everyone. Just not cool how this place is miss managed. Every mornin it's like this.,t5,item_ddc9640b619d9c14;item_39278ecf527cd685;item_d1a687661ca9b022;item_065910627cee1cbe;item_b437866620dd0d27;item_c7e363a9b7099945;item_059f2df0d036f6a5;item_31ff8facf5aefe98;item_496a4afe66bed5ea;item_343c292baa4d7a2e;item_8aa4bb05dd6a4501;item_1377f78382256fce;item_e2c3a9a5980a7010;item_49314ff75ab0bdc5;item_b23068d57443b487;item_f64f65f8c4277c9c;item_9a37113882de7baf;item_1215cb6384dbae82;item_3361241318b85c43;item_f1f2ff9ac2897cee,item_49314ff75ab0bdc5
task_tr004902,"Tl;dr mediocre views, expensive food and drink, sub par staff. I was on the hunt for a decent bar to hangout with a couple of my friends. We decided to check out .",t3,item_c48abb0184d0c11c;item_627d740f9d393966;item_f191d68703857c08;item_e113caffb8e50c78;item_5c5557c15404519b;item_cd5320011027b408;item_ccf1b57e654be54c;item_4a4c3c6dee1f09f5;item_4821a3ceb06ef314;item_34ac29bc653d5322;item_cf37c58761fe62b3;item_f43e7ff729c7be93;item_03650b248dfdf513;item_282161c7a4604b61;item_a788d75e99fa40f2;item_cb64f8a3f70654e8;item_602107f1c403f26a;item_2ee360b84047fc9e;item_58bd809c277ce3a3;item_d0e4cd6128d53091,item_58bd809c277ce3a3
task_tr004903,"After hearing about this place for years, I decided they would get my pre-Sixers game business tonight. I had the boy with me so I was happy to see the kids menu. Cheeseburger fo",t3,item_931c828549ff34fb;item_f9b892cdf536c57f;item_ce1231d65fc2e120;item_4069d9c357144bcc;item_08e3b7745dd4fc8b;item_a8107b8d9251b1c1;item_a812ce3a378351a1;item_1289cca5c6abaa2d;item_2d2c82424f2de1b3;item_afc8722a46b326d5;item_1b3af4f8689dd1e3;item_e2a8528eb65bf0b3;item_bd19b3304cfdf86c;item_e00ada7f832b11c0;item_80caa9d323b5ba90;item_89f7b34d5278fd2b;item_fc2cb22e640bc426;item_f92c26b9c7076251;item_1405811452152bf0;item_b28200b0960e5543,item_f92c26b9c7076251
task_tr004904,"I stopped by on a Sunday morning to a very friendly and helpful staff who, clearly show in their enthusiasm, that they are proud of their drinks. Such nature in staff make the bigg",t5,item_44d8fc9358aa753f;item_fb4af803f5b3f47a;item_18dfbc868227aae5;item_3042640427755fce;item_94ef219f7ce5a4e9;item_d3b3f269eda0365f;item_a8dd430769f789d2;item_25bf54b0a918231a;item_09468d5642cacb11;item_92146709ecc34fa4;item_41f54279a06ebf20;item_9043319840b96324;item_ea7e189b2bc8fe9d;item_e7dbf242d4a2da4f;item_c50e81db7fbf6997;item_72b78c3783c5f8bc;item_c68ccffdeb8aa087;item_46e1594eac157743;item_f375bf1de5e21918;item_bef230505d4cdd87,item_9043319840b96324
task_tr004905,"Very happy with my granite countertop from . Martin and his crew were very professional throughout the whole process. They showed up on time, with the granite mea",t2,item_538146e0ca80d2b9;item_be9b1f84f0c72a5a;item_4488da2ff5fe43f1;item_07f285a6679fb21e;item_7ca6a78061bcdd73;item_0bfcbebe918510ea;item_3f572f81ab200072;item_0f16aa302eb95d26;item_16398a743108feaa;item_8aa59def0069cae1;item_48bf2c41c18d4ad1;item_a7e45c049a8a3788;item_18b27a024e384064;item_c2955f6302aa92dc;item_07c6b38afe8c4e15;item_85e89588ca25fa82;item_bad008b37990122d;item_d2653e10f0b62cd8;item_31a852fa4f3dfd89;item_d10ae24c4917d3e4,item_0bfcbebe918510ea
task_tr004906,"These guys are unbelievable. I had a flat tire and Andrew and his guys fixed in no time and for a great price. Extremely knowledgeable, local business. Highly recommend.",t4,item_1cf0d3ec3547b25f;item_9c42410c80ad62ef;item_99c2f9edc48ce233;item_f8cb862be3396b5c;item_fce8ea0cfb007fb7;item_14b3a41191c9f155;item_ea9dcc1911ebdad3;item_6c6c7d9a3a30720a;item_7fc3b9081dea1806;item_ca8520342346bbc4;item_ba4737cc670e06ef;item_a7a65f15342aa5ed;item_5ebe5ebb40d59a49;item_93a056fce6f83ef3;item_cf5ba39c4eda78e4;item_21f3c9c6b2812af1;item_8bdaeda776067196;item_a6ba3a3450cd0520;item_98e7c3fe59eb4768;item_39b4d9398719a9fa,item_7fc3b9081dea1806
task_tr004907,"I was scared to try new tacos at a new place that just opened up... But me and my sister were feeling daring. When we first walked in it was super clean and neatly organized, we we",t3,item_90d57a5a9b025041;item_1694cdce85ee0ee4;item_371333d8b0eacbe0;item_2dea4babc48487bc;item_6603ea252e4735d7;item_1fcb366d5f0dcf62;item_d31fda8cc0965dad;item_d085b9b4322915bf;item_67ca0a96bc25211a;item_aa2961ff60875173;item_7926b4b9f965b8ed;item_3cb74a5787cf84eb;item_b107ec9ee047b049;item_dddba44194590b94;item_02b007d50c67324a;item_ce81be992ed7b354;item_4ad2005ad5b53167;item_b32dfaa30da2d762;item_e8f40008e238f9aa;item_4d702a0924a8bbf9,item_1fcb366d5f0dcf62
task_tr004908,"A second Halloween bar, that is far less crowded than Nightmare Before Tinsel. A win in my book! Good decorations, themed drinks, scary movie scenes playing on TV in the back. Cand",t1,item_0f9b1233beba38a6;item_31b94f3d94ba90ff;item_249eac2be297fff7;item_e8dde03a598685e8;item_08130f434b8d92ad;item_80ee83e03d1721c0;item_0684ff9e78d8fa3e;item_fc7aeccc49c99873;item_45f609c90ccbc0cd;item_bdfb0cc0bd53818f;item_15675b08776ab2b9;item_609ba2bb164f4783;item_6bb7fff03fad37b1;item_61f19bcd80f9ba85;item_0b17a43d29c14c2d;item_60ac78ce20290dde;item_6d5ef61723993ceb;item_4111ead331aae475;item_a95772d69c1a7c4a;item_bd4cb45315261246,item_0f9b1233beba38a6
task_tr004909,I really enjoyed this in Philly! It was really spacious and the service was spot on! I had some sort of tortilla soup and it was yummy! If you're ever in Philly and f,t5,item_471f2835e1160287;item_11a1b46082b1871f;item_78200c19ed7e7be0;item_05e5d43707571ca3;item_8e8cf9abee538c2a;item_9c1893068a680993;item_0c013e9375c087d9;item_487835a04c45b01d;item_a3ae538d938d7022;item_52bf84c00ce87fce;item_f1bbddd2572ff6d9;item_18c3473e2cc51d78;item_392399e4a41b2bf4;item_23dbaa717a177a9d;item_b3ff0d286d71e900;item_8ed10fed7f0ec0ef;item_6900ec28bf62bb7b;item_9e15efa406b878e3;item_18d0302692d2a32a;item_32e9d6b07e17b2e5,item_b3ff0d286d71e900
task_tr004910,"I decided to try this place since its right by my job..BAD DECISION! I got the lunch special Coconut curry Chicken, it was more like greasy, sugar and yellow colored sauce, the ric",t4,item_d085b9b4322915bf;item_128cf8cca45fdcdf;item_b0f44a87356fab7d;item_5905827a554ee298;item_5b2b4e456db11ccc;item_5c3e7a017adeaa88;item_617dc085ecd4d093;item_352e2c285275df33;item_23931f81b9dbec44;item_5abb052728f12f4b;item_f271a40ab2b780c7;item_ff360b200338d99f;item_d6bf9728ff9dc3ae;item_240dc511a1b4da4c;item_f8a618afebc41cf6;item_cb7c35739417c9c9;item_22fd34a867979e4e;item_fe500ec1691e2681;item_ff661616afefd9ce;item_dc9266d2991fbcd2,item_22fd34a867979e4e
